File accession	File format	File type	File format type	Output type	File assembly	Experiment accession	Assay	Donor(s)	Biosample term id	Biosample term name	Biosample type	Biosample organism	Biosample treatments	Biosample treatments amount	Biosample treatments duration	Biosample genetic modifications methods	Biosample genetic modifications categories	Biosample genetic modifications targets	Biosample genetic modifications gene targets	Biosample genetic modifications site coordinates	Biosample genetic modifications zygosity	Experiment target	Library made from	Library depleted in	Library extraction method	Library lysis method	Library crosslinking method	Library strand specific	Experiment date released	Project	RBNS protein concentration	Library fragmentation method	Library size range	Biological replicate(s)	Technical replicate(s)	Read length	Mapped read length	Run type	Paired end	Paired with	Index of	Derived from	Size	Lab	md5sum	dbxrefs	File download URL	Genome annotation	Platform	Controlled by	File Status	s3_uri	Azure URL	File analysis title	File analysis status	Audit WARNING	Audit NOT_COMPLIANT	Audit ERROR
ENCFF166KFA	fastq	fastq		reads		ENCSR172LVU	Histone ChIP-seq	/human-donors/ENCDO451RUA/	UBERON:0001159	sigmoid colon	tissue	Homo sapiens										H3K4me3-human	DNA						2019-08-01	ENCODE		sonication (generic), none	200-600	1	1_2	76		single-ended					667120473	Bradley Bernstein, Broad	2e1f41488b8fa753a4fef3c2883823b6	SRA:SRR10837557	https://www.encodeproject.org/files/ENCFF166KFA/@@download/ENCFF166KFA.fastq.gz		Illumina HiSeq 2500		released	s3://encode-public/2019/04/27/c20275dd-9d56-41fe-9cee-06abede036bc/ENCFF166KFA.fastq.gz	https://datasetencode.blob.core.windows.net/dataset/2019/04/27/c20275dd-9d56-41fe-9cee-06abede036bc/ENCFF166KFA.fastq.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D			missing controlled_by		
ENCFF963MZL	fastq	fastq		reads		ENCSR172LVU	Histone ChIP-seq	/human-donors/ENCDO451RUA/	UBERON:0001159	sigmoid colon	tissue	Homo sapiens										H3K4me3-human	DNA						2019-08-01	ENCODE		sonication (generic), none	200-600	1	1_2	76		single-ended					662051525	Bradley Bernstein, Broad	96ccb0ebdd1af508a648eaa697edfd8c	SRA:SRR10837558	https://www.encodeproject.org/files/ENCFF963MZL/@@download/ENCFF963MZL.fastq.gz		Illumina HiSeq 2500		released	s3://encode-public/2019/04/27/3437ef74-4d09-4a52-9474-fbcfc5bb3f72/ENCFF963MZL.fastq.gz	https://datasetencode.blob.core.windows.net/dataset/2019/04/27/3437ef74-4d09-4a52-9474-fbcfc5bb3f72/ENCFF963MZL.fastq.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D			missing controlled_by		
ENCFF343SAI	bam	bam		unfiltered alignments	hg19	ENCSR172LVU	Histone ChIP-seq	/human-donors/ENCDO451RUA/	UBERON:0001159	sigmoid colon	tissue	Homo sapiens										H3K4me3-human	DNA						2019-08-01	ENCODE		sonication (generic), none	200-600	1	1_1, 1_2		76					/files/ENCFF963MZL/, /files/ENCFF807MUK/, /files/ENCFF215QVS/, /files/ENCFF166KFA/, /files/ENCFF880IAN/	3097158108	ENCODE Processing Pipeline	da00c151c592fb9bf550f5b39dc948f5		https://www.encodeproject.org/files/ENCFF343SAI/@@download/ENCFF343SAI.bam				released	s3://encode-public/2019/07/17/b6bd01b0-bd69-4e47-b2e1-59692f9ca313/ENCFF343SAI.bam	https://datasetencode.blob.core.windows.net/dataset/2019/07/17/b6bd01b0-bd69-4e47-b2e1-59692f9ca313/ENCFF343SAI.bam?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE3 hg19	archived			
ENCFF082OZS	bam	bam		alignments	hg19	ENCSR172LVU	Histone ChIP-seq	/human-donors/ENCDO451RUA/	UBERON:0001159	sigmoid colon	tissue	Homo sapiens										H3K4me3-human	DNA						2019-08-01	ENCODE		sonication (generic), none	200-600	1	1_1, 1_2		76					/files/ENCFF963MZL/, /files/ENCFF807MUK/, /files/ENCFF215QVS/, /files/ENCFF166KFA/, /files/ENCFF880IAN/	2487532778	ENCODE Processing Pipeline	813c01ab611bf320371a4deda264df89		https://www.encodeproject.org/files/ENCFF082OZS/@@download/ENCFF082OZS.bam				released	s3://encode-public/2019/07/17/d0d0f17d-8ff0-4f5e-bbf2-6cac9f70de49/ENCFF082OZS.bam	https://datasetencode.blob.core.windows.net/dataset/2019/07/17/d0d0f17d-8ff0-4f5e-bbf2-6cac9f70de49/ENCFF082OZS.bam?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE3 hg19	archived			
ENCFF520LQC	bam	bam		unfiltered alignments	GRCh38	ENCSR172LVU	Histone ChIP-seq	/human-donors/ENCDO451RUA/	UBERON:0001159	sigmoid colon	tissue	Homo sapiens										H3K4me3-human	DNA						2019-08-01	ENCODE		sonication (generic), none	200-600	1	1_1, 1_2		76					/files/ENCFF963MZL/, /files/ENCFF643CGH/, /files/ENCFF215QVS/, /files/ENCFF166KFA/, /files/ENCFF880IAN/	3103242592	ENCODE Processing Pipeline	f501740983432b7357292b24a952fdeb		https://www.encodeproject.org/files/ENCFF520LQC/@@download/ENCFF520LQC.bam				released	s3://encode-public/2019/07/17/990615fc-4ca5-484c-88c7-5c22b9396786/ENCFF520LQC.bam	https://datasetencode.blob.core.windows.net/dataset/2019/07/17/990615fc-4ca5-484c-88c7-5c22b9396786/ENCFF520LQC.bam?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE3 GRCh38	archived			
ENCFF190FBI	bam	bam		alignments	GRCh38	ENCSR172LVU	Histone ChIP-seq	/human-donors/ENCDO451RUA/	UBERON:0001159	sigmoid colon	tissue	Homo sapiens										H3K4me3-human	DNA						2019-08-01	ENCODE		sonication (generic), none	200-600	1	1_1, 1_2		76					/files/ENCFF963MZL/, /files/ENCFF643CGH/, /files/ENCFF215QVS/, /files/ENCFF166KFA/, /files/ENCFF880IAN/	2489977361	ENCODE Processing Pipeline	16f870fbdb25070112ed0493b1ce59da		https://www.encodeproject.org/files/ENCFF190FBI/@@download/ENCFF190FBI.bam				released	s3://encode-public/2019/07/17/a38a77d8-b224-4850-af04-ce95def0019b/ENCFF190FBI.bam	https://datasetencode.blob.core.windows.net/dataset/2019/07/17/a38a77d8-b224-4850-af04-ce95def0019b/ENCFF190FBI.bam?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE3 GRCh38	archived			
ENCFF098OZG	bed narrowPeak	bed	narrowPeak	peaks	hg19	ENCSR172LVU	Histone ChIP-seq	/human-donors/ENCDO451RUA/	UBERON:0001159	sigmoid colon	tissue	Homo sapiens										H3K4me3-human	DNA						2019-08-01	ENCODE		sonication (generic), none	200-600	1	1_1, 1_2							/files/ENCFF349BOR/, /files/ENCFF082OZS/	641170	ENCODE Processing Pipeline	2171a291dfe8e238887a9bb0c277fdf7		https://www.encodeproject.org/files/ENCFF098OZG/@@download/ENCFF098OZG.bed.gz				released	s3://encode-public/2019/07/24/1fde2224-3d06-4b81-b0a8-0a9eb70abd30/ENCFF098OZG.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2019/07/24/1fde2224-3d06-4b81-b0a8-0a9eb70abd30/ENCFF098OZG.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE3 hg19	archived			
ENCFF453TUP	bigBed narrowPeak	bigBed	narrowPeak	peaks	hg19	ENCSR172LVU	Histone ChIP-seq	/human-donors/ENCDO451RUA/	UBERON:0001159	sigmoid colon	tissue	Homo sapiens										H3K4me3-human	DNA						2019-08-01	ENCODE		sonication (generic), none	200-600	1	1_1, 1_2							/files/ENCFF098OZG/	2030523	ENCODE Processing Pipeline	328f613b593ddacb24cfcd54780d609a		https://www.encodeproject.org/files/ENCFF453TUP/@@download/ENCFF453TUP.bigBed				released	s3://encode-public/2019/07/24/6328401e-86b4-402b-9712-24e7cc7d8ccb/ENCFF453TUP.bigBed	https://datasetencode.blob.core.windows.net/dataset/2019/07/24/6328401e-86b4-402b-9712-24e7cc7d8ccb/ENCFF453TUP.bigBed?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE3 hg19	archived			
ENCFF473EWA	bed narrowPeak	bed	narrowPeak	peaks	GRCh38	ENCSR172LVU	Histone ChIP-seq	/human-donors/ENCDO451RUA/	UBERON:0001159	sigmoid colon	tissue	Homo sapiens										H3K4me3-human	DNA						2019-08-01	ENCODE		sonication (generic), none	200-600	1	1_1, 1_2							/files/ENCFF535IMT/, /files/ENCFF190FBI/	640491	ENCODE Processing Pipeline	aea4b7cf8c6fc987eb90189189ea5a7c		https://www.encodeproject.org/files/ENCFF473EWA/@@download/ENCFF473EWA.bed.gz				released	s3://encode-public/2019/07/24/2021d775-c9dd-4b05-bcfa-d8ca93f91f02/ENCFF473EWA.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2019/07/24/2021d775-c9dd-4b05-bcfa-d8ca93f91f02/ENCFF473EWA.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE3 GRCh38	archived			
ENCFF351ZKP	bigBed narrowPeak	bigBed	narrowPeak	peaks	GRCh38	ENCSR172LVU	Histone ChIP-seq	/human-donors/ENCDO451RUA/	UBERON:0001159	sigmoid colon	tissue	Homo sapiens										H3K4me3-human	DNA						2019-08-01	ENCODE		sonication (generic), none	200-600	1	1_1, 1_2							/files/ENCFF473EWA/	2035602	ENCODE Processing Pipeline	0f89af331c0d028d65caa2dbada3c3a3		https://www.encodeproject.org/files/ENCFF351ZKP/@@download/ENCFF351ZKP.bigBed				released	s3://encode-public/2019/07/24/a5728be1-9bd5-49e6-8b0c-f4b81a91b74d/ENCFF351ZKP.bigBed	https://datasetencode.blob.core.windows.net/dataset/2019/07/24/a5728be1-9bd5-49e6-8b0c-f4b81a91b74d/ENCFF351ZKP.bigBed?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE3 GRCh38	archived			
ENCFF498FUW	bigWig	bigWig		signal p-value	GRCh38	ENCSR172LVU	Histone ChIP-seq	/human-donors/ENCDO451RUA/	UBERON:0001159	sigmoid colon	tissue	Homo sapiens										H3K4me3-human	DNA						2019-08-01	ENCODE		sonication (generic), none	200-600	1	1_1, 1_2							/files/ENCFF535IMT/, /files/ENCFF190FBI/	1206474281	ENCODE Processing Pipeline	dbad4dd98ea0313e4b269f8eb3ff8cb6		https://www.encodeproject.org/files/ENCFF498FUW/@@download/ENCFF498FUW.bigWig				released	s3://encode-public/2019/07/24/dbf9a525-f35f-410a-98c9-29bcc3dec207/ENCFF498FUW.bigWig	https://datasetencode.blob.core.windows.net/dataset/2019/07/24/dbf9a525-f35f-410a-98c9-29bcc3dec207/ENCFF498FUW.bigWig?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE3 GRCh38	archived			
ENCFF445QHF	bigWig	bigWig		signal p-value	hg19	ENCSR172LVU	Histone ChIP-seq	/human-donors/ENCDO451RUA/	UBERON:0001159	sigmoid colon	tissue	Homo sapiens										H3K4me3-human	DNA						2019-08-01	ENCODE		sonication (generic), none	200-600	1	1_1, 1_2							/files/ENCFF349BOR/, /files/ENCFF082OZS/	1243448225	ENCODE Processing Pipeline	0ba8c59dd2d997136fa61221e37cd2d9		https://www.encodeproject.org/files/ENCFF445QHF/@@download/ENCFF445QHF.bigWig				released	s3://encode-public/2019/07/24/aa621824-f459-4bf5-b629-93f512d0dbb1/ENCFF445QHF.bigWig	https://datasetencode.blob.core.windows.net/dataset/2019/07/24/aa621824-f459-4bf5-b629-93f512d0dbb1/ENCFF445QHF.bigWig?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE3 hg19	archived			
ENCFF647ISC	bigWig	bigWig		fold change over control	GRCh38	ENCSR172LVU	Histone ChIP-seq	/human-donors/ENCDO451RUA/	UBERON:0001159	sigmoid colon	tissue	Homo sapiens										H3K4me3-human	DNA						2019-08-01	ENCODE		sonication (generic), none	200-600	1	1_1, 1_2							/files/ENCFF535IMT/, /files/ENCFF190FBI/	1352824018	ENCODE Processing Pipeline	d9dd7634e5da307370d25780f31a677b		https://www.encodeproject.org/files/ENCFF647ISC/@@download/ENCFF647ISC.bigWig				released	s3://encode-public/2019/07/24/ecd57938-bbc3-47a8-b050-c20ff9bfae4d/ENCFF647ISC.bigWig	https://datasetencode.blob.core.windows.net/dataset/2019/07/24/ecd57938-bbc3-47a8-b050-c20ff9bfae4d/ENCFF647ISC.bigWig?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE3 GRCh38	archived			
ENCFF525CLM	bigWig	bigWig		fold change over control	hg19	ENCSR172LVU	Histone ChIP-seq	/human-donors/ENCDO451RUA/	UBERON:0001159	sigmoid colon	tissue	Homo sapiens										H3K4me3-human	DNA						2019-08-01	ENCODE		sonication (generic), none	200-600	1	1_1, 1_2							/files/ENCFF349BOR/, /files/ENCFF082OZS/	1360132720	ENCODE Processing Pipeline	b98260d786ecfea352239779144b9ae2		https://www.encodeproject.org/files/ENCFF525CLM/@@download/ENCFF525CLM.bigWig				released	s3://encode-public/2019/07/24/6def3c8c-4e91-4544-9632-0be3bd635270/ENCFF525CLM.bigWig	https://datasetencode.blob.core.windows.net/dataset/2019/07/24/6def3c8c-4e91-4544-9632-0be3bd635270/ENCFF525CLM.bigWig?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE3 hg19	archived			
ENCFF145PXH	bed narrowPeak	bed	narrowPeak	pseudoreplicated peaks	hg19	ENCSR172LVU	Histone ChIP-seq	/human-donors/ENCDO451RUA/	UBERON:0001159	sigmoid colon	tissue	Homo sapiens										H3K4me3-human	DNA						2019-08-01	ENCODE		sonication (generic), none	200-600	1	1_1, 1_2							/files/ENCFF098OZG/	704657	ENCODE Processing Pipeline	4009fb254dd76a778c5157bd0a03bc7c		https://www.encodeproject.org/files/ENCFF145PXH/@@download/ENCFF145PXH.bed.gz				released	s3://encode-public/2019/07/24/0a2881ba-1944-45b5-ad99-598cb84c6477/ENCFF145PXH.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2019/07/24/0a2881ba-1944-45b5-ad99-598cb84c6477/ENCFF145PXH.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE3 hg19	archived			
ENCFF414IQB	bed narrowPeak	bed	narrowPeak	pseudoreplicated peaks	GRCh38	ENCSR172LVU	Histone ChIP-seq	/human-donors/ENCDO451RUA/	UBERON:0001159	sigmoid colon	tissue	Homo sapiens										H3K4me3-human	DNA						2019-08-01	ENCODE		sonication (generic), none	200-600	1	1_1, 1_2							/files/ENCFF473EWA/	706840	ENCODE Processing Pipeline	4cc2c9be58cf3affbb3a91acee45a840		https://www.encodeproject.org/files/ENCFF414IQB/@@download/ENCFF414IQB.bed.gz				released	s3://encode-public/2019/07/24/b86ad62b-63e7-474d-9243-083924ce23c8/ENCFF414IQB.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2019/07/24/b86ad62b-63e7-474d-9243-083924ce23c8/ENCFF414IQB.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE3 GRCh38	archived			
ENCFF501EXV	bigBed narrowPeak	bigBed	narrowPeak	pseudoreplicated peaks	GRCh38	ENCSR172LVU	Histone ChIP-seq	/human-donors/ENCDO451RUA/	UBERON:0001159	sigmoid colon	tissue	Homo sapiens										H3K4me3-human	DNA						2019-08-01	ENCODE		sonication (generic), none	200-600	1	1_1, 1_2							/files/ENCFF414IQB/	1707824	ENCODE Processing Pipeline	e01e59548bc9a5945ee78aa617200bb4		https://www.encodeproject.org/files/ENCFF501EXV/@@download/ENCFF501EXV.bigBed				released	s3://encode-public/2019/07/24/6ed94a7e-2aab-4fac-86a8-5788928c4db0/ENCFF501EXV.bigBed	https://datasetencode.blob.core.windows.net/dataset/2019/07/24/6ed94a7e-2aab-4fac-86a8-5788928c4db0/ENCFF501EXV.bigBed?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE3 GRCh38	archived			
ENCFF148UCA	bigBed narrowPeak	bigBed	narrowPeak	pseudoreplicated peaks	hg19	ENCSR172LVU	Histone ChIP-seq	/human-donors/ENCDO451RUA/	UBERON:0001159	sigmoid colon	tissue	Homo sapiens										H3K4me3-human	DNA						2019-08-01	ENCODE		sonication (generic), none	200-600	1	1_1, 1_2							/files/ENCFF145PXH/	1698620	ENCODE Processing Pipeline	abc23326282e658abb4d980cca01a965		https://www.encodeproject.org/files/ENCFF148UCA/@@download/ENCFF148UCA.bigBed				released	s3://encode-public/2019/07/24/581e6018-e024-43a6-8c41-c1a99b667721/ENCFF148UCA.bigBed	https://datasetencode.blob.core.windows.net/dataset/2019/07/24/581e6018-e024-43a6-8c41-c1a99b667721/ENCFF148UCA.bigBed?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE3 hg19	archived			
ENCFF880IAN	fastq	fastq		reads		ENCSR172LVU	Histone ChIP-seq	/human-donors/ENCDO451RUA/	UBERON:0001159	sigmoid colon	tissue	Homo sapiens										H3K4me3-human	DNA						2019-08-01	ENCODE		sonication (generic), none	200-600	1	1_1	76		single-ended					1099286019	Bradley Bernstein, Broad	0a97d57972b2b20d72fe4f2d15b056a1	SRA:SRR10837555	https://www.encodeproject.org/files/ENCFF880IAN/@@download/ENCFF880IAN.fastq.gz		Illumina HiSeq 2500		released	s3://encode-public/2017/12/06/4c014a9d-4323-4d77-8bd2-9b56b1188a60/ENCFF880IAN.fastq.gz	https://datasetencode.blob.core.windows.net/dataset/2017/12/06/4c014a9d-4323-4d77-8bd2-9b56b1188a60/ENCFF880IAN.fastq.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D			missing controlled_by		
ENCFF215QVS	fastq	fastq		reads		ENCSR172LVU	Histone ChIP-seq	/human-donors/ENCDO451RUA/	UBERON:0001159	sigmoid colon	tissue	Homo sapiens										H3K4me3-human	DNA						2019-08-01	ENCODE		sonication (generic), none	200-600	1	1_1	76		single-ended					1060016646	Bradley Bernstein, Broad	72b90ad02fa01cf3fa85431351435260	SRA:SRR10837556	https://www.encodeproject.org/files/ENCFF215QVS/@@download/ENCFF215QVS.fastq.gz		Illumina HiSeq 2500		released	s3://encode-public/2017/12/06/9c5f7da8-b217-4c70-a96b-ad1c3f422260/ENCFF215QVS.fastq.gz	https://datasetencode.blob.core.windows.net/dataset/2017/12/06/9c5f7da8-b217-4c70-a96b-ad1c3f422260/ENCFF215QVS.fastq.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D			missing controlled_by		
ENCFF420YIU	bam	bam		unfiltered alignments	GRCh38	ENCSR172LVU	Histone ChIP-seq	/human-donors/ENCDO451RUA/	UBERON:0001159	sigmoid colon	tissue	Homo sapiens										H3K4me3-human	DNA						2019-08-01	ENCODE		sonication (generic), none	200-600	1	1_1, 1_2		76					/files/ENCFF166KFA/, /files/ENCFF215QVS/, /files/ENCFF880IAN/, /files/ENCFF110MCL/, /files/ENCFF963MZL/	3103402116	ENCODE Processing Pipeline	9f29dac7081a3dc78942a2172f94dd4b		https://www.encodeproject.org/files/ENCFF420YIU/@@download/ENCFF420YIU.bam				released	s3://encode-public/2020/09/22/781fc2d5-fa74-423d-bdd0-243bd11fea5e/ENCFF420YIU.bam	https://datasetencode.blob.core.windows.net/dataset/2020/09/22/781fc2d5-fa74-423d-bdd0-243bd11fea5e/ENCFF420YIU.bam?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.5.1 GRCh38	released			
ENCFF113NNR	bam	bam		alignments	GRCh38	ENCSR172LVU	Histone ChIP-seq	/human-donors/ENCDO451RUA/	UBERON:0001159	sigmoid colon	tissue	Homo sapiens										H3K4me3-human	DNA						2019-08-01	ENCODE		sonication (generic), none	200-600	1	1_1, 1_2		76					/files/ENCFF166KFA/, /files/ENCFF215QVS/, /files/ENCFF880IAN/, /files/ENCFF110MCL/, /files/ENCFF963MZL/	2517939576	ENCODE Processing Pipeline	94e1cf37b14dac880260536f083192ab		https://www.encodeproject.org/files/ENCFF113NNR/@@download/ENCFF113NNR.bam				released	s3://encode-public/2020/09/22/2ec96100-20e4-4378-a19f-885f47931081/ENCFF113NNR.bam	https://datasetencode.blob.core.windows.net/dataset/2020/09/22/2ec96100-20e4-4378-a19f-885f47931081/ENCFF113NNR.bam?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.5.1 GRCh38	released			
ENCFF505MXJ	bigWig	bigWig		signal p-value	GRCh38	ENCSR172LVU	Histone ChIP-seq	/human-donors/ENCDO451RUA/	UBERON:0001159	sigmoid colon	tissue	Homo sapiens										H3K4me3-human	DNA						2019-08-01	ENCODE		sonication (generic), none	200-600	1	1_1, 1_2							/files/ENCFF113NNR/, /files/ENCFF076ONX/	1200060994	ENCODE Processing Pipeline	59b3c1a966cb8de2994196c8a4f0b479		https://www.encodeproject.org/files/ENCFF505MXJ/@@download/ENCFF505MXJ.bigWig				released	s3://encode-public/2020/09/22/081141d9-1da5-41cf-9698-decca2dff7af/ENCFF505MXJ.bigWig	https://datasetencode.blob.core.windows.net/dataset/2020/09/22/081141d9-1da5-41cf-9698-decca2dff7af/ENCFF505MXJ.bigWig?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.5.1 GRCh38	released			
ENCFF886LUE	bigWig	bigWig		fold change over control	GRCh38	ENCSR172LVU	Histone ChIP-seq	/human-donors/ENCDO451RUA/	UBERON:0001159	sigmoid colon	tissue	Homo sapiens										H3K4me3-human	DNA						2019-08-01	ENCODE		sonication (generic), none	200-600	1	1_1, 1_2							/files/ENCFF113NNR/, /files/ENCFF076ONX/	1305531548	ENCODE Processing Pipeline	22cf5b24d299c49bcf16281965686122		https://www.encodeproject.org/files/ENCFF886LUE/@@download/ENCFF886LUE.bigWig				released	s3://encode-public/2020/09/22/6c730ff5-c76c-414c-a9f9-1a77f2c00c98/ENCFF886LUE.bigWig	https://datasetencode.blob.core.windows.net/dataset/2020/09/22/6c730ff5-c76c-414c-a9f9-1a77f2c00c98/ENCFF886LUE.bigWig?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.5.1 GRCh38	released			
ENCFF541NVY	bed narrowPeak	bed	narrowPeak	pseudoreplicated peaks	GRCh38	ENCSR172LVU	Histone ChIP-seq	/human-donors/ENCDO451RUA/	UBERON:0001159	sigmoid colon	tissue	Homo sapiens										H3K4me3-human	DNA						2019-08-01	ENCODE		sonication (generic), none	200-600	1	1_1, 1_2							/files/ENCFF356LFX/, /files/ENCFF113NNR/, /files/ENCFF076ONX/	692254	ENCODE Processing Pipeline	89613146f06696ce702f46d2d92ec19a		https://www.encodeproject.org/files/ENCFF541NVY/@@download/ENCFF541NVY.bed.gz				released	s3://encode-public/2020/09/22/ed022c24-1af7-4c4a-8a2b-3e468da10010/ENCFF541NVY.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2020/09/22/ed022c24-1af7-4c4a-8a2b-3e468da10010/ENCFF541NVY.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.5.1 GRCh38	released			
ENCFF193BMU	bigWig	bigWig		signal p-value	GRCh38	ENCSR007GED	Histone ChIP-seq	/human-donors/ENCDO451RUA/	UBERON:0000945	stomach	tissue	Homo sapiens										H3K36me3-human	DNA						2019-02-12	ENCODE		sonication (generic)	200-600	1	1_1, 1_2							/files/ENCFF072NXF/, /files/ENCFF829IOW/	1393444095	ENCODE Processing Pipeline	cc8de54aca7f964d9e9cc787a7fdc957		https://www.encodeproject.org/files/ENCFF193BMU/@@download/ENCFF193BMU.bigWig				released	s3://encode-public/2020/09/22/76a20ea5-4dd3-4b04-b554-8013cd1af78e/ENCFF193BMU.bigWig	https://datasetencode.blob.core.windows.net/dataset/2020/09/22/76a20ea5-4dd3-4b04-b554-8013cd1af78e/ENCFF193BMU.bigWig?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.5.1 GRCh38	released			
ENCFF005HYM	fastq	fastq		reads		ENCSR007GED	Histone ChIP-seq	/human-donors/ENCDO451RUA/	UBERON:0000945	stomach	tissue	Homo sapiens										H3K36me3-human	DNA						2019-02-12	ENCODE		sonication (generic)	200-600	1	1_2	76		single-ended					704085996	Bradley Bernstein, Broad	597d97e93af6205b55854ee2a4911c3b	SRA:SRR10837357	https://www.encodeproject.org/files/ENCFF005HYM/@@download/ENCFF005HYM.fastq.gz		Illumina HiSeq 2500		released	s3://encode-public/2019/01/28/565279c0-4842-45e4-9c38-2fefa1b840db/ENCFF005HYM.fastq.gz	https://datasetencode.blob.core.windows.net/dataset/2019/01/28/565279c0-4842-45e4-9c38-2fefa1b840db/ENCFF005HYM.fastq.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D			missing controlled_by		
ENCFF924GYP	fastq	fastq		reads		ENCSR007GED	Histone ChIP-seq	/human-donors/ENCDO451RUA/	UBERON:0000945	stomach	tissue	Homo sapiens										H3K36me3-human	DNA						2019-02-12	ENCODE		sonication (generic)	200-600	1	1_2	76		single-ended					681596042	Bradley Bernstein, Broad	973ff0da608d8e20451d8695a42463b4	SRA:SRR10837358	https://www.encodeproject.org/files/ENCFF924GYP/@@download/ENCFF924GYP.fastq.gz		Illumina HiSeq 2500		released	s3://encode-public/2019/01/28/4e83398d-d652-4853-aff5-876b65e4ce50/ENCFF924GYP.fastq.gz	https://datasetencode.blob.core.windows.net/dataset/2019/01/28/4e83398d-d652-4853-aff5-876b65e4ce50/ENCFF924GYP.fastq.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D			missing controlled_by		
